beneficiary_id,name,sex,age,household_size,department,commune,vulnerability_score,registration_date
746,Beneficiary_746,F,25,1,Ouest,Tabarre,100,2/25/2025
747,Beneficiary_747,F,24,3,Sud,Les Cayes,53,1/7/2025
748,Beneficiary_748,M,62,4,Ouest,Tabarre,90,2/22/2025
749,Beneficiary_749,F,72,5,Sud,Aquin,74,2/8/2025
750,Beneficiary_750,M,53,7,Ouest,Port-au-Prince,61,3/15/2025
751,Beneficiary_751,M,49,1,Sud,Port-Salut,38,2/16/2025
752,Beneficiary_752,M,20,5,Ouest,Carrefour,49,3/26/2025
753,Beneficiary_753,F,31,4,Sud,Aquin,40,1/13/2025
754,Beneficiary_754,M,47,5,Ouest,Delmas,69,1/11/2025
755,Beneficiary_755,F,36,7,Artibonite,Gonaives,79,3/2/2025
756,Beneficiary_756,F,14,2,Artibonite,Dessalines,46,3/24/2025
757,Beneficiary_757,M,22,6,Sud,Port-Salut,12,2/18/2025
758,Beneficiary_758,F,33,1,Artibonite,Gonaives,47,2/3/2025
759,Beneficiary_759,F,62,4,Artibonite,Saint-Marc,62,2/4/2025
760,Beneficiary_760,M,16,2,Sud,Les Cayes,87,1/11/2025
761,Beneficiary_761,F,56,4,Sud,Port-Salut,61,3/12/2025
762,Beneficiary_762,F,30,9,Ouest,Carrefour,30,3/29/2025
763,Beneficiary_763,M,28,8,Artibonite,Dessalines,71,2/8/2025
764,Beneficiary_764,M,68,9,Ouest,Carrefour,80,3/15/2025
765,Beneficiary_765,M,26,2,Sud,Aquin,27,2/27/2025
766,Beneficiary_766,M,37,4,Ouest,Delmas,14,1/17/2025
767,Beneficiary_767,M,40,7,Ouest,Carrefour,47,1/26/2025
768,Beneficiary_768,F,26,6,Sud,Les Cayes,18,1/9/2025
769,Beneficiary_769,F,44,9,Ouest,Carrefour,39,2/11/2025
770,Beneficiary_770,F,13,1,Artibonite,Dessalines,0,3/31/2025
771,Beneficiary_771,F,34,2,Sud,Aquin,85,2/23/2025
772,Beneficiary_772,M,64,2,Ouest,Delmas,40,3/14/2025
773,Beneficiary_773,F,24,7,Ouest,Tabarre,59,2/3/2025
774,Beneficiary_774,F,17,8,Artibonite,Dessalines,56,1/5/2025
775,Beneficiary_775,F,48,3,Ouest,Tabarre,74,3/21/2025
776,Beneficiary_776,F,33,1,Sud,Aquin,45,2/20/2025
777,Beneficiary_777,M,19,1,Artibonite,Dessalines,33,3/2/2025
778,Beneficiary_778,M,30,6,Artibonite,Saint-Marc,57,2/8/2025
779,Beneficiary_779,F,51,2,Artibonite,Saint-Marc,33,1/30/2025
780,Beneficiary_780,F,61,6,Ouest,Tabarre,44,2/4/2025
781,Beneficiary_781,M,34,4,Sud,Port-Salut,35,2/26/2025
782,Beneficiary_782,F,0,9,Ouest,Carrefour,67,2/17/2025
783,Beneficiary_783,M,48,5,Ouest,Delmas,44,3/6/2025
784,Beneficiary_784,M,36,3,Artibonite,Gonaives,60,1/25/2025
785,Beneficiary_785,M,6,1,Ouest,Port-au-Prince,39,2/28/2025
786,Beneficiary_786,M,49,5,Ouest,Tabarre,24,2/17/2025
787,Beneficiary_787,F,40,2,Artibonite,Dessalines,22,3/29/2025
788,Beneficiary_788,F,43,8,Ouest,Delmas,49,3/18/2025
789,Beneficiary_789,F,5,9,Artibonite,Gonaives,73,2/14/2025
790,Beneficiary_790,F,21,2,Artibonite,Gonaives,33,2/6/2025
791,Beneficiary_791,M,38,3,Ouest,Carrefour,72,3/15/2025
792,Beneficiary_792,M,16,4,Ouest,Delmas,51,2/4/2025
793,Beneficiary_793,M,42,1,Sud,Port-Salut,63,3/2/2025
794,Beneficiary_794,M,38,4,Ouest,Delmas,42,2/2/2025
795,Beneficiary_795,F,20,7,Sud,Port-Salut,51,2/18/2025
796,Beneficiary_796,F,15,4,Artibonite,Saint-Marc,0,3/1/2025
797,Beneficiary_797,F,42,2,Artibonite,Dessalines,68,1/1/2025
798,Beneficiary_798,F,0,9,Sud,Aquin,29,3/24/2025
799,Beneficiary_799,F,46,5,Sud,Aquin,91,3/29/2025
800,Beneficiary_800,M,35,6,Ouest,Carrefour,35,2/5/2025
801,Beneficiary_801,F,31,5,Sud,Port-Salut,77,3/25/2025
802,Beneficiary_802,F,23,4,Sud,Aquin,34,1/20/2025
803,Beneficiary_803,M,26,7,Sud,Les Cayes,30,3/26/2025
804,Beneficiary_804,M,37,1,Artibonite,Dessalines,82,3/25/2025
805,Beneficiary_805,F,40,7,Artibonite,Saint-Marc,44,2/21/2025
806,Beneficiary_806,M,29,4,Artibonite,Dessalines,18,2/13/2025
807,Beneficiary_807,M,50,9,Sud,Aquin,48,3/23/2025
808,Beneficiary_808,F,31,9,Artibonite,Dessalines,100,2/8/2025
809,Beneficiary_809,F,40,2,Ouest,Delmas,34,3/2/2025
810,Beneficiary_810,M,27,6,Ouest,Tabarre,72,3/25/2025
811,Beneficiary_811,F,37,4,Ouest,Delmas,21,2/9/2025
812,Beneficiary_812,F,51,5,Artibonite,Saint-Marc,36,3/16/2025
813,Beneficiary_813,M,68,8,Artibonite,Saint-Marc,71,1/7/2025
814,Beneficiary_814,M,26,8,Sud,Aquin,75,1/25/2025
815,Beneficiary_815,F,36,9,Sud,Les Cayes,67,2/8/2025
816,Beneficiary_816,M,43,3,Artibonite,Gonaives,33,1/26/2025
817,Beneficiary_817,F,23,3,Artibonite,Saint-Marc,70,2/10/2025
818,Beneficiary_818,M,28,8,Sud,Les Cayes,41,2/12/2025
819,Beneficiary_819,F,17,1,Sud,Les Cayes,58,1/1/2025
820,Beneficiary_820,M,72,3,Artibonite,Saint-Marc,28,3/15/2025
821,Beneficiary_821,M,35,3,Ouest,Carrefour,78,3/20/2025
822,Beneficiary_822,F,33,7,Artibonite,Dessalines,59,2/24/2025
823,Beneficiary_823,M,15,1,Artibonite,Saint-Marc,58,3/10/2025
824,Beneficiary_824,M,31,6,Ouest,Tabarre,69,3/9/2025
825,Beneficiary_825,M,56,4,Ouest,Port-au-Prince,100,1/29/2025
826,Beneficiary_826,F,45,3,Sud,Port-Salut,56,1/14/2025
827,Beneficiary_827,F,38,3,Artibonite,Dessalines,42,1/9/2025
828,Beneficiary_828,F,41,8,Ouest,Tabarre,44,3/8/2025
829,Beneficiary_829,F,38,7,Sud,Aquin,76,3/29/2025
830,Beneficiary_830,F,16,6,Ouest,Tabarre,72,1/25/2025
831,Beneficiary_831,M,58,4,Ouest,Carrefour,47,1/29/2025
832,Beneficiary_832,M,0,1,Sud,Les Cayes,37,3/17/2025
833,Beneficiary_833,M,58,6,Sud,Les Cayes,49,3/25/2025
834,Beneficiary_834,F,17,9,Ouest,Carrefour,39,3/21/2025
835,Beneficiary_835,M,50,1,Ouest,Port-au-Prince,60,1/7/2025
836,Beneficiary_836,F,30,8,Sud,Les Cayes,42,2/18/2025
837,Beneficiary_837,F,27,3,Ouest,Tabarre,31,1/27/2025
838,Beneficiary_838,M,64,5,Sud,Aquin,43,2/23/2025
839,Beneficiary_839,F,56,3,Sud,Les Cayes,80,2/23/2025
840,Beneficiary_840,F,52,2,Ouest,Port-au-Prince,41,1/14/2025
841,Beneficiary_841,M,42,5,Artibonite,Gonaives,49,3/8/2025
842,Beneficiary_842,F,18,5,Ouest,Tabarre,56,1/21/2025
843,Beneficiary_843,M,13,8,Ouest,Carrefour,73,2/12/2025
844,Beneficiary_844,M,26,2,Ouest,Port-au-Prince,54,1/15/2025
845,Beneficiary_845,F,40,3,Sud,Aquin,44,1/12/2025
846,Beneficiary_846,M,45,5,Sud,Les Cayes,40,3/24/2025
847,Beneficiary_847,F,50,5,Ouest,Carrefour,23,3/1/2025
848,Beneficiary_848,M,37,1,Ouest,Port-au-Prince,88,2/7/2025
849,Beneficiary_849,F,16,7,Artibonite,Dessalines,36,1/15/2025
850,Beneficiary_850,M,44,3,Ouest,Port-au-Prince,53,3/26/2025
851,Beneficiary_851,F,41,6,Sud,Les Cayes,59,2/26/2025
852,Beneficiary_852,M,46,6,Sud,Port-Salut,72,2/13/2025
853,Beneficiary_853,F,42,7,Ouest,Port-au-Prince,45,2/28/2025
854,Beneficiary_854,F,47,7,Artibonite,Saint-Marc,87,3/25/2025
855,Beneficiary_855,M,32,1,Ouest,Port-au-Prince,30,1/21/2025
856,Beneficiary_856,F,54,8,Ouest,Carrefour,47,1/24/2025
857,Beneficiary_857,F,0,1,Sud,Port-Salut,66,3/29/2025
858,Beneficiary_858,F,25,8,Sud,Les Cayes,48,1/15/2025
859,Beneficiary_859,M,40,2,Artibonite,Saint-Marc,53,2/3/2025
860,Beneficiary_860,M,47,9,Sud,Port-Salut,41,3/15/2025
861,Beneficiary_861,M,44,6,Sud,Aquin,44,3/8/2025
862,Beneficiary_862,M,48,7,Sud,Aquin,62,3/26/2025
863,Beneficiary_863,F,18,6,Sud,Les Cayes,71,3/26/2025
864,Beneficiary_864,F,25,3,Sud,Aquin,66,3/13/2025
865,Beneficiary_865,M,41,3,Sud,Les Cayes,86,3/6/2025
866,Beneficiary_866,M,30,2,Artibonite,Saint-Marc,43,3/4/2025
867,Beneficiary_867,F,34,5,Artibonite,Gonaives,43,1/7/2025
868,Beneficiary_868,F,49,7,Sud,Les Cayes,17,1/31/2025
869,Beneficiary_869,F,16,8,Ouest,Carrefour,28,1/12/2025
870,Beneficiary_870,F,52,2,Artibonite,Saint-Marc,84,3/5/2025
871,Beneficiary_871,M,33,2,Sud,Aquin,46,2/21/2025
872,Beneficiary_872,M,36,2,Artibonite,Gonaives,73,3/19/2025
873,Beneficiary_873,F,18,9,Sud,Aquin,54,3/13/2025
874,Beneficiary_874,F,52,6,Ouest,Carrefour,60,1/7/2025
875,Beneficiary_875,F,38,9,Ouest,Carrefour,70,3/21/2025
876,Beneficiary_876,F,0,8,Sud,Port-Salut,63,1/15/2025
877,Beneficiary_877,M,23,6,Ouest,Delmas,13,2/15/2025
878,Beneficiary_878,F,44,2,Sud,Port-Salut,77,1/6/2025
879,Beneficiary_879,M,32,7,Ouest,Carrefour,69,1/14/2025
880,Beneficiary_880,M,64,4,Artibonite,Dessalines,76,1/16/2025
881,Beneficiary_881,F,64,4,Artibonite,Gonaives,64,2/13/2025
882,Beneficiary_882,M,36,2,Ouest,Carrefour,17,2/27/2025
883,Beneficiary_883,M,30,8,Artibonite,Dessalines,33,1/1/2025
884,Beneficiary_884,M,74,9,Sud,Aquin,46,2/25/2025
885,Beneficiary_885,M,37,3,Sud,Port-Salut,61,1/17/2025
886,Beneficiary_886,F,35,9,Ouest,Carrefour,83,2/19/2025
887,Beneficiary_887,M,23,5,Artibonite,Dessalines,53,2/20/2025
888,Beneficiary_888,F,21,3,Artibonite,Saint-Marc,23,1/18/2025
889,Beneficiary_889,F,23,9,Artibonite,Dessalines,49,2/10/2025
890,Beneficiary_890,M,27,4,Sud,Aquin,36,1/27/2025
891,Beneficiary_891,F,9,6,Sud,Aquin,48,3/28/2025
892,Beneficiary_892,F,7,2,Ouest,Delmas,65,2/15/2025
893,Beneficiary_893,F,36,9,Sud,Port-Salut,20,2/6/2025
894,Beneficiary_894,M,29,1,Artibonite,Gonaives,34,2/18/2025
895,Beneficiary_895,M,40,4,Ouest,Port-au-Prince,76,2/4/2025
896,Beneficiary_896,F,1,3,Ouest,Tabarre,52,1/8/2025
897,Beneficiary_897,M,32,9,Sud,Port-Salut,63,1/5/2025
898,Beneficiary_898,M,38,9,Artibonite,Saint-Marc,34,1/29/2025
899,Beneficiary_899,F,29,4,Sud,Aquin,34,3/7/2025
900,Beneficiary_900,M,54,7,Sud,Port-Salut,50,2/19/2025
901,Beneficiary_901,F,69,9,Artibonite,Dessalines,48,1/7/2025
902,Beneficiary_902,M,22,8,Ouest,Tabarre,19,1/29/2025
903,Beneficiary_903,F,2,9,Sud,Aquin,18,3/19/2025
904,Beneficiary_904,F,39,8,Ouest,Delmas,60,1/23/2025
905,Beneficiary_905,M,6,3,Sud,Les Cayes,67,3/7/2025
906,Beneficiary_906,M,26,7,Ouest,Carrefour,52,2/5/2025
907,Beneficiary_907,M,64,3,Sud,Port-Salut,67,3/16/2025
908,Beneficiary_908,F,30,8,Artibonite,Gonaives,32,1/20/2025
909,Beneficiary_909,F,0,1,Ouest,Delmas,35,3/22/2025
910,Beneficiary_910,F,31,8,Sud,Aquin,30,3/15/2025
911,Beneficiary_911,M,32,6,Sud,Port-Salut,51,3/9/2025
912,Beneficiary_912,M,30,9,Ouest,Delmas,36,1/21/2025
913,Beneficiary_913,F,38,2,Artibonite,Dessalines,58,2/14/2025
914,Beneficiary_914,F,15,6,Ouest,Delmas,78,2/16/2025
915,Beneficiary_915,F,33,9,Artibonite,Gonaives,50,3/25/2025
916,Beneficiary_916,F,47,8,Ouest,Port-au-Prince,54,1/31/2025
917,Beneficiary_917,M,52,1,Sud,Aquin,55,3/29/2025
918,Beneficiary_918,M,23,7,Artibonite,Saint-Marc,57,2/2/2025
919,Beneficiary_919,F,14,1,Sud,Aquin,52,3/8/2025
920,Beneficiary_920,F,34,8,Artibonite,Dessalines,45,1/6/2025
921,Beneficiary_921,M,32,6,Artibonite,Dessalines,12,3/7/2025
922,Beneficiary_922,M,25,9,Ouest,Port-au-Prince,51,3/10/2025
923,Beneficiary_923,M,37,4,Ouest,Port-au-Prince,29,3/29/2025
924,Beneficiary_924,M,57,9,Artibonite,Gonaives,32,3/31/2025
925,Beneficiary_925,M,52,3,Sud,Port-Salut,58,1/4/2025
926,Beneficiary_926,F,23,1,Artibonite,Dessalines,85,1/12/2025
927,Beneficiary_927,M,13,5,Ouest,Port-au-Prince,68,3/13/2025
928,Beneficiary_928,F,53,7,Ouest,Delmas,36,2/19/2025
929,Beneficiary_929,F,60,7,Artibonite,Dessalines,44,2/10/2025
930,Beneficiary_930,M,40,9,Ouest,Carrefour,55,1/1/2025
931,Beneficiary_931,M,32,1,Sud,Aquin,66,3/31/2025
932,Beneficiary_932,M,49,5,Ouest,Tabarre,15,3/29/2025
933,Beneficiary_933,M,58,5,Artibonite,Dessalines,16,2/26/2025
934,Beneficiary_934,M,53,8,Artibonite,Saint-Marc,72,1/21/2025
935,Beneficiary_935,M,15,7,Sud,Les Cayes,41,3/11/2025
936,Beneficiary_936,M,15,5,Artibonite,Dessalines,45,3/28/2025
937,Beneficiary_937,F,29,1,Sud,Aquin,65,3/12/2025
938,Beneficiary_938,M,58,1,Sud,Les Cayes,77,1/1/2025
939,Beneficiary_939,F,24,9,Sud,Aquin,45,3/12/2025
940,Beneficiary_940,M,4,6,Ouest,Tabarre,33,1/28/2025
941,Beneficiary_941,M,52,3,Artibonite,Dessalines,82,1/24/2025
942,Beneficiary_942,M,12,2,Ouest,Tabarre,38,1/24/2025
943,Beneficiary_943,M,34,9,Sud,Aquin,55,3/1/2025
944,Beneficiary_944,M,20,5,Sud,Aquin,58,3/27/2025
945,Beneficiary_945,M,26,4,Ouest,Tabarre,49,3/16/2025
946,Beneficiary_946,F,44,3,Artibonite,Saint-Marc,50,3/27/2025
947,Beneficiary_947,M,27,5,Sud,Les Cayes,47,3/21/2025
948,Beneficiary_948,F,33,8,Ouest,Delmas,42,2/27/2025
949,Beneficiary_949,F,30,3,Artibonite,Dessalines,81,3/14/2025
950,Beneficiary_950,F,45,7,Sud,Port-Salut,44,1/22/2025
951,Beneficiary_951,M,47,4,Ouest,Tabarre,43,3/24/2025
952,Beneficiary_952,F,56,3,Artibonite,Saint-Marc,57,3/28/2025
953,Beneficiary_953,F,33,8,Sud,Port-Salut,58,2/27/2025
954,Beneficiary_954,F,6,9,Artibonite,Saint-Marc,27,1/14/2025
955,Beneficiary_955,F,13,3,Ouest,Port-au-Prince,52,3/10/2025
956,Beneficiary_956,M,66,2,Ouest,Tabarre,94,1/3/2025
957,Beneficiary_957,M,46,7,Sud,Aquin,60,3/17/2025
958,Beneficiary_958,F,2,9,Ouest,Port-au-Prince,39,3/11/2025
959,Beneficiary_959,M,20,6,Artibonite,Dessalines,37,2/20/2025
960,Beneficiary_960,M,31,8,Ouest,Tabarre,40,3/6/2025
961,Beneficiary_961,F,0,6,Sud,Les Cayes,64,3/6/2025
962,Beneficiary_962,M,15,9,Ouest,Delmas,54,1/18/2025
963,Beneficiary_963,M,72,3,Artibonite,Gonaives,31,3/3/2025
964,Beneficiary_964,M,0,8,Artibonite,Gonaives,44,1/30/2025
965,Beneficiary_965,F,54,4,Ouest,Tabarre,89,1/6/2025
966,Beneficiary_966,F,12,7,Sud,Les Cayes,59,3/2/2025
967,Beneficiary_967,M,26,6,Artibonite,Gonaives,47,1/14/2025
968,Beneficiary_968,F,82,5,Sud,Aquin,19,3/16/2025
969,Beneficiary_969,M,39,7,Sud,Aquin,59,3/25/2025
970,Beneficiary_970,M,54,9,Artibonite,Saint-Marc,51,2/2/2025
971,Beneficiary_971,F,40,6,Artibonite,Gonaives,42,2/14/2025
972,Beneficiary_972,M,39,9,Artibonite,Saint-Marc,43,1/18/2025
973,Beneficiary_973,M,46,2,Artibonite,Gonaives,42,3/7/2025
974,Beneficiary_974,M,41,3,Sud,Port-Salut,49,1/24/2025
975,Beneficiary_975,M,55,4,Ouest,Tabarre,48,2/23/2025
976,Beneficiary_976,M,3,8,Artibonite,Dessalines,75,3/28/2025
977,Beneficiary_977,M,18,3,Artibonite,Saint-Marc,36,3/24/2025
978,Beneficiary_978,M,24,1,Artibonite,Gonaives,77,1/17/2025
979,Beneficiary_979,M,0,3,Sud,Aquin,100,3/22/2025
980,Beneficiary_980,M,54,1,Sud,Les Cayes,54,1/22/2025
981,Beneficiary_981,F,34,1,Artibonite,Gonaives,55,3/26/2025
982,Beneficiary_982,M,44,8,Artibonite,Gonaives,62,3/19/2025
983,Beneficiary_983,M,45,4,Artibonite,Saint-Marc,51,2/22/2025
984,Beneficiary_984,M,31,9,Sud,Les Cayes,46,2/3/2025
985,Beneficiary_985,F,31,2,Ouest,Tabarre,72,1/30/2025
986,Beneficiary_986,M,45,2,Artibonite,Saint-Marc,0,1/3/2025
987,Beneficiary_987,M,46,2,Ouest,Carrefour,53,1/23/2025
988,Beneficiary_988,M,34,9,Artibonite,Dessalines,42,3/6/2025
989,Beneficiary_989,F,55,3,Ouest,Port-au-Prince,68,3/19/2025
990,Beneficiary_990,F,21,9,Sud,Les Cayes,58,2/23/2025
991,Beneficiary_991,F,17,4,Artibonite,Gonaives,22,3/3/2025
992,Beneficiary_992,M,23,7,Artibonite,Saint-Marc,67,1/18/2025
993,Beneficiary_993,M,52,2,Artibonite,Saint-Marc,60,2/6/2025
994,Beneficiary_994,F,48,5,Sud,Aquin,60,1/25/2025
995,Beneficiary_995,M,23,9,Ouest,Port-au-Prince,58,1/1/2025
996,Beneficiary_996,M,49,6,Artibonite,Dessalines,65,2/22/2025
997,Beneficiary_997,M,56,7,Artibonite,Gonaives,64,3/25/2025
998,Beneficiary_998,F,41,9,Sud,Port-Salut,71,2/24/2025
999,Beneficiary_999,F,34,7,Sud,Port-Salut,32,1/27/2025
1000,Beneficiary_1000,F,32,3,Artibonite,Dessalines,35,2/17/2025
1001,Beneficiary_1001,F,22,5,Sud,Aquin,47,2/9/2025
1002,Beneficiary_1002,F,20,3,Sud,Port-Salut,43,3/26/2025
1003,Beneficiary_1003,F,0,3,Ouest,Delmas,54,1/13/2025
1004,Beneficiary_1004,F,35,9,Ouest,Carrefour,33,3/20/2025
1005,Beneficiary_1005,M,46,3,Sud,Aquin,68,2/19/2025
1006,Beneficiary_1006,M,6,3,Sud,Les Cayes,34,3/2/2025
1007,Beneficiary_1007,M,21,2,Sud,Port-Salut,31,2/3/2025
1008,Beneficiary_1008,M,49,1,Ouest,Tabarre,46,2/19/2025
1009,Beneficiary_1009,F,30,1,Artibonite,Dessalines,9,1/23/2025
1010,Beneficiary_1010,F,46,1,Sud,Port-Salut,25,1/26/2025
1011,Beneficiary_1011,F,36,4,Sud,Aquin,55,1/5/2025
1012,Beneficiary_1012,M,59,3,Sud,Aquin,23,3/28/2025
1013,Beneficiary_1013,M,0,1,Ouest,Tabarre,53,1/21/2025
1014,Beneficiary_1014,F,67,6,Ouest,Tabarre,74,3/27/2025
1015,Beneficiary_1015,M,38,9,Artibonite,Saint-Marc,40,1/2/2025
1016,Beneficiary_1016,M,49,2,Sud,Aquin,30,3/12/2025
1017,Beneficiary_1017,F,43,6,Artibonite,Dessalines,60,2/5/2025
1018,Beneficiary_1018,F,54,7,Ouest,Delmas,100,3/15/2025
1019,Beneficiary_1019,M,42,7,Ouest,Tabarre,39,3/6/2025
1020,Beneficiary_1020,F,34,6,Ouest,Port-au-Prince,14,1/15/2025
1021,Beneficiary_1021,F,22,8,Sud,Port-Salut,41,2/18/2025
1022,Beneficiary_1022,M,25,6,Sud,Port-Salut,53,2/28/2025
1023,Beneficiary_1023,M,20,8,Sud,Port-Salut,72,1/15/2025
1024,Beneficiary_1024,F,35,4,Artibonite,Gonaives,49,3/28/2025
1025,Beneficiary_1025,F,29,7,Sud,Les Cayes,53,2/15/2025
1026,Beneficiary_1026,M,49,5,Sud,Aquin,32,2/1/2025
1027,Beneficiary_1027,F,23,6,Artibonite,Gonaives,43,1/10/2025
1028,Beneficiary_1028,F,10,6,Sud,Les Cayes,33,2/15/2025
1029,Beneficiary_1029,M,26,4,Ouest,Tabarre,67,3/5/2025
1030,Beneficiary_1030,M,39,4,Sud,Les Cayes,53,2/3/2025
1031,Beneficiary_1031,M,50,4,Ouest,Delmas,47,3/21/2025
1032,Beneficiary_1032,M,42,2,Artibonite,Gonaives,47,1/11/2025
1033,Beneficiary_1033,F,39,1,Sud,Aquin,38,3/11/2025
1034,Beneficiary_1034,F,0,6,Ouest,Carrefour,47,3/5/2025
1035,Beneficiary_1035,F,60,3,Sud,Port-Salut,68,3/7/2025
1036,Beneficiary_1036,M,52,3,Artibonite,Saint-Marc,74,1/7/2025
1037,Beneficiary_1037,F,36,9,Sud,Port-Salut,53,1/5/2025
1038,Beneficiary_1038,F,23,3,Sud,Port-Salut,43,2/28/2025
1039,Beneficiary_1039,F,46,1,Ouest,Carrefour,74,1/2/2025
1040,Beneficiary_1040,F,32,2,Sud,Les Cayes,40,2/11/2025
1041,Beneficiary_1041,F,35,3,Artibonite,Dessalines,62,3/12/2025
1042,Beneficiary_1042,F,9,8,Artibonite,Gonaives,4,3/20/2025
1043,Beneficiary_1043,M,25,8,Artibonite,Saint-Marc,25,2/24/2025
1044,Beneficiary_1044,F,25,6,Ouest,Carrefour,47,2/21/2025
1045,Beneficiary_1045,M,26,3,Artibonite,Saint-Marc,79,3/15/2025
1046,Beneficiary_1046,M,40,5,Sud,Les Cayes,56,1/31/2025
1047,Beneficiary_1047,F,46,4,Sud,Port-Salut,27,1/19/2025
1048,Beneficiary_1048,F,53,1,Sud,Les Cayes,48,1/23/2025
1049,Beneficiary_1049,M,47,9,Artibonite,Saint-Marc,28,3/10/2025
1050,Beneficiary_1050,F,7,5,Sud,Port-Salut,66,2/2/2025
1051,Beneficiary_1051,M,41,7,Sud,Aquin,31,1/13/2025
1052,Beneficiary_1052,M,19,4,Sud,Les Cayes,72,2/2/2025
1053,Beneficiary_1053,M,13,8,Artibonite,Dessalines,82,2/12/2025
1054,Beneficiary_1054,F,18,9,Artibonite,Saint-Marc,62,3/13/2025
1055,Beneficiary_1055,M,29,7,Artibonite,Saint-Marc,62,1/16/2025
1056,Beneficiary_1056,M,25,9,Artibonite,Dessalines,46,1/23/2025
1057,Beneficiary_1057,F,35,9,Artibonite,Saint-Marc,29,3/4/2025
1058,Beneficiary_1058,M,48,7,Sud,Port-Salut,39,3/20/2025
1059,Beneficiary_1059,M,30,3,Artibonite,Saint-Marc,30,3/23/2025
1060,Beneficiary_1060,F,0,2,Artibonite,Saint-Marc,46,1/11/2025
1061,Beneficiary_1061,M,78,6,Ouest,Tabarre,65,2/10/2025
1062,Beneficiary_1062,F,34,7,Sud,Port-Salut,44,2/4/2025
1063,Beneficiary_1063,F,35,7,Artibonite,Saint-Marc,60,1/22/2025
1064,Beneficiary_1064,M,13,4,Ouest,Port-au-Prince,72,3/26/2025
1065,Beneficiary_1065,M,47,4,Artibonite,Dessalines,64,1/22/2025
1066,Beneficiary_1066,M,42,2,Artibonite,Gonaives,50,3/2/2025
1067,Beneficiary_1067,M,47,7,Sud,Les Cayes,61,3/9/2025
1068,Beneficiary_1068,F,28,3,Ouest,Port-au-Prince,38,1/11/2025
1069,Beneficiary_1069,F,36,4,Sud,Port-Salut,80,2/1/2025
1070,Beneficiary_1070,F,12,3,Sud,Port-Salut,20,1/17/2025
1071,Beneficiary_1071,M,37,1,Sud,Les Cayes,51,3/26/2025
1072,Beneficiary_1072,F,38,8,Artibonite,Saint-Marc,54,3/11/2025
1073,Beneficiary_1073,F,30,3,Artibonite,Dessalines,79,3/31/2025
1074,Beneficiary_1074,F,6,7,Sud,Les Cayes,33,3/9/2025
1075,Beneficiary_1075,F,33,6,Sud,Aquin,17,3/3/2025
1076,Beneficiary_1076,M,31,8,Sud,Les Cayes,83,2/9/2025
1077,Beneficiary_1077,F,35,3,Artibonite,Saint-Marc,54,2/8/2025
1078,Beneficiary_1078,M,12,6,Ouest,Port-au-Prince,37,2/6/2025
1079,Beneficiary_1079,M,28,8,Artibonite,Dessalines,43,3/3/2025
1080,Beneficiary_1080,F,58,5,Artibonite,Gonaives,61,3/18/2025
1081,Beneficiary_1081,F,14,4,Ouest,Port-au-Prince,54,2/22/2025
1082,Beneficiary_1082,F,43,4,Sud,Port-Salut,72,1/21/2025
1083,Beneficiary_1083,F,63,7,Sud,Aquin,29,1/29/2025
1084,Beneficiary_1084,F,20,4,Artibonite,Gonaives,24,3/8/2025
1085,Beneficiary_1085,F,30,5,Sud,Aquin,59,3/25/2025
1086,Beneficiary_1086,F,52,7,Sud,Aquin,48,1/25/2025
1087,Beneficiary_1087,M,29,5,Ouest,Delmas,53,1/15/2025
1088,Beneficiary_1088,F,19,5,Sud,Port-Salut,91,3/31/2025
1089,Beneficiary_1089,M,6,6,Sud,Port-Salut,53,1/3/2025
1090,Beneficiary_1090,M,71,3,Ouest,Port-au-Prince,50,1/14/2025
1091,Beneficiary_1091,M,31,8,Artibonite,Saint-Marc,42,1/2/2025
1092,Beneficiary_1092,M,31,1,Ouest,Port-au-Prince,77,3/5/2025
1093,Beneficiary_1093,F,0,5,Ouest,Tabarre,80,3/5/2025
1094,Beneficiary_1094,M,9,6,Artibonite,Saint-Marc,44,1/11/2025
1095,Beneficiary_1095,F,27,7,Ouest,Port-au-Prince,61,1/10/2025
1096,Beneficiary_1096,M,6,4,Sud,Port-Salut,59,2/2/2025
1097,Beneficiary_1097,M,71,4,Artibonite,Gonaives,22,2/19/2025
1098,Beneficiary_1098,M,38,4,Artibonite,Gonaives,36,2/28/2025
1099,Beneficiary_1099,M,42,8,Sud,Les Cayes,50,2/19/2025
1100,Beneficiary_1100,F,23,3,Sud,Port-Salut,59,3/22/2025
1101,Beneficiary_1101,M,67,5,Sud,Les Cayes,46,3/3/2025
1102,Beneficiary_1102,M,47,6,Sud,Port-Salut,24,1/7/2025
1103,Beneficiary_1103,M,17,4,Sud,Les Cayes,59,3/23/2025
1104,Beneficiary_1104,M,61,3,Artibonite,Saint-Marc,57,2/5/2025
1105,Beneficiary_1105,F,29,4,Sud,Les Cayes,49,1/2/2025
1106,Beneficiary_1106,M,12,6,Ouest,Carrefour,62,1/12/2025
1107,Beneficiary_1107,F,50,2,Ouest,Delmas,40,3/29/2025
1108,Beneficiary_1108,M,26,1,Sud,Port-Salut,55,2/15/2025
1109,Beneficiary_1109,M,27,3,Sud,Les Cayes,48,3/4/2025
1110,Beneficiary_1110,F,72,8,Ouest,Tabarre,45,1/25/2025
1111,Beneficiary_1111,F,28,3,Ouest,Carrefour,37,2/2/2025
